Gépcoop cikkszám;  Cikknév;Iron trade;Csavarda;Koelner;Mekrs;Fabory;Ferdinand;Reyher;Hopefix;Fastbolt;Schafer;King;Wasi
1146S2M6STC;SZEGECSELHETŐ ANYA M6 LAPOSF.ACÉL S2M6STC FR 3-5;;;03453;;;;;;;;;
114820M08CO30;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL 20M08CO30NR S;;;;;;;;;;;;
114823H08CO30;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL HATLAPÚ 23H08CO30;;;;;;;;;;;;
114823H08KVG30;SZEGECSELHETŐ ANYA ZÁRT M8 KISPEREMŰ ACÉL HATLAP 23H08KVG30 L=25.5;;;;;;;;;;;;
114823H08KVO30;SZEGECSELHETŐ ANYA M8 KSF.ACÉL VÉGIG HATLAP 23H08KVO30;;;50841;;;;;;;;;
114823M08CO110;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL 4.5-11 MM 23M08CO110 R;;;;;;;;;;;;
114823M08CO55;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL 23M08CO55 FR;;;03446;;;;;;;;;
114823M08CO60;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL 23M08CO60;;;;;;;;;;;;
114823M08VO45;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ ACÉL 23M08VO45;;;;;;;;;;;;
114823M08VO60;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ ACÉL 23M08VO60;;;;;;;;;;;;
114823M08VO65;SZEGECSELHETŐ ANYA M8 SF.ACÉL.23M08VO65 LV 4.5-6.5 MM;;;;;;;;;;;;
114824H08KVO30;SZEGECSELHETŐ ANYA M8 MIKROPEREMES HATLAPÚ A2 24H08KVO30;;;-;;;;;;;102728  17;;
114824M08CG30R;SZEGECSELHETŐ ANYA M8 ZÁRT RECÉS LAPOS PEREMES A2 24M08CG30R;;;;;;;;;;102628  265;;
114824M08CO30;SZEGECSELHETŐ ANYA M8 / 16 LAPOS PEREMES  A2 24H08CO30 0.5-3;;;;;;;;;;-;;
114824M08VO60;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ A2 24M08VO60;;;-;;;;;;;-;;
114827M08VO50;SZEGECSELHETŐ ANYA M8 MIKROPEREMES RECÉS ACÉL 27M08VO50;;;64338;;;;;;;;;
114827M08VO60;SZEGECSELHETŐ ANYA M8 KISPERERMŰ ACÉL 27M08VO60;;;-;;;;;;;;;
114827MO8V030;SZEGECSELHETŐ ANYA M8 KISPERERMŰ ACÉL 27M08VO30;;;;;;;;;;;;
114828M08CO30;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ A4 28M08CO30 SIMA;;;;;;;;;;;;
1148A1M8SFL;SZEGECSELHETŐ ANYA M8 KISPEREMŰ ALUMÍNIUM A1M8SFL 2.5-4 FR;;;62470;;;;;;;;;
1148A1M8SFLx;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ ALUMÍNIUM A1M8SFLx 2.5-4 FR 1.5-3.8;;;00008;;;;;;;;;
1148A1M8STC;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ALUMÍNIUM A1M8STC 0.8-3.5;;;00009;;;;;;;;;
1148A224M08CO55;SZEGECSELHETŐ ANYA M8 PEREMES A2 24M08CO55 FR;;;-;;;;;;;102828  25;;
1148A224M08KVO60;SZEGECSELHETŐ ANYA M8 KISPEREMŰ A2 3-6;;;;;;;;;;-;;
1148A2819SF;SZEGECSELHETŐ ANYA M8X19 SÜLLYESZTETTFEJŰ A2;;;;;;;;;;102328  19;;
1148A2I1M8ETC;SZEGECSELHETŐ ANYA M8 LAPOS HATLAPÚ A2 I1M8ETC S;;;64953;;;;;;;102928  175;;
1148A2I1M8SF;SZEGECSELHETŐ ANYA M8 KISPEREMŰ A2 I1M8SFL 05-3;;11865008003500040000;56640;;;;;;;102128  155;;
1148A2I1M8SFL;SZEGECSELHETŐ ANYA M8 A2 KISPER. I1M8SFL 3-6 MM;;;;;;;;;;102128  155;;
1148A2I1M8SFLKPR;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ KISPEREMŰ ROVÁTKOLT A2 I1M8SFL 0.5-3;;;56640;;;;;;;102128  155;;
1148A2I1M8SFLSF;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ A2 I1M8SFLx1.5-3.8 S;;11850008005000004000;50727;;;;;;;102328  19;;
1148A2I1M8SFR;SZEGECSELHETŐ ANYA M8 KISPEREMŰ ROVÁTKOLT A2 I1M8SFL * 05-3 .5 FR;;;;;;;;;;102128  155;;
1148A2I1M8STC;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ A2 I1M8STC 0.8-3.5;;;01563;;;;;;;102528  16;;
1148A2M8STC;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ALUMÍNIUM A2M8STC;;;00010;;;;;;;;;
1148I2M8EFLHATSZ;SZEGECSELHETŐ ANYA M8 KISPEREMŰ INOX HATLAPÚ I2M8EFL 0.5-3.5;;;64951;;;;;;;;;
1148M8EFLHATSZ;SZEGECSELHETŐ ANYA M8 KISPEREMŰ  HATLAPÚ S1M8EFL 0.5-3.5;;;50841;;;;;;;;;
1148S1M8ETC;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ HATLAPÚ ACÉL S1M8ETC S;11860008003500001000;11860008003500001000;03442;;;;;;;;;
1148S1M8HLB;SZEGECSELHETŐ ANYA M8 KISPEREMŰ HATLAPÚ ACÉL(0,5-3,5) BÖLLHOFF;;;;;;;;;;;;
1148S1M8SFL;SZEGECSELHETŐ ANYA M8 KISPEREMŰ ACÉL S1M8SFL 0.5-3 FR;11865008003500001001;;03443;;;;;;;;;
1148S1M8SFL1538;SZEGECSELHETŐ ANYA M8 SÜLLYESZTETTFEJŰ ACÉL S1M8SFLx1.5-3.8 FR;11855008005000001001;;03444;;;;;;;;;
1148S1M8STC;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL S1M8STC FR 1-3.5;;;03446;;;;;;;;;
1148S1M8STC355;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL S1M8STC FR ÁTFOGÁS: 3.5-5;;;;;;;;;;;;
1148S2M8STC356;SZEGECSELHETŐ ANYA M8 LAPOSFEJŰ ACÉL S2M8ST C3.5-6;;;03455;;;;;;;;;
114PVFC0530A2;SZEGECSELHETŐ ANYA M5 ZÁRT A2 PVFC-0530-250;;;-;;;;;;;-;;
11651727ZN;KALICKáS ANYA M5 B TYP 1.7-2.7;;;;;72350.050.002;;;;;;;
1165532431;KALICKÁS ANYA KALM05-5.3SS2.4-3.1 ST/ST;;;;;;;;;;;;
1165950716;KALICKáS ANYA KALM05-9.5SS0.7-1.6 ST/ST;;;;;;;;;;;;
11661231832A2;KALICKÁS ANYA KALM06-12.3II1.8-3.2 A2/A2;;;;;;;;;;;;
1166833645;KALICKÁS ANYA KALM06-8.3SS3.6-4.5 ST/ST;;;;;;;;;;;;
1166950716;KALICKáS ANYA KALM06-9.5SS0.7-1.6 ST/ST;;;;;;;;;;;;
11672350040001;KETRECES ANYA SMG TÍPUS RUGÓACÉL HORGANYZOTT M4;;;;;72350.040.001;;;;;;;
11672350050001;KETRECES ANYA SMG TÍPUS RUGÓACÉL HORGANYZOTT M5;;;;;72350.050.001;;;;;;;
11672350060001;KETRECES ANYA SMG TÍPUS RUGÓACÉL HORGANYZOTT M6;;;;;72350.060.001;;;;;;;
11672350080001;KETRECES ANYA SMG TÍPUS RUGÓACÉL HORGANYZOTT M8;;;;;72350.080.001;;;;;;;
11681230717;KALICKáS ANYA KALM08-12.3SS0.7-1.7 ST/ST;;;;;;;;;;;;
11681230717A2;KALICKáS ANYA KALM08-12.3RR0.7-1.7 A2/A2;;;;;;;;;;;;
11681231832;KALICKáS ANYA KALM08-12.3SS1.8-3.2 ST/ST;;;;;;;;;;;;
11681233347;KALICKáS ANYA KALM08-12.3SS3.3-4.7 ST/ST;;;;;;;;;;;;
1191010ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M10X10 ENSAT 307;;;;;;;883070600100000;;;;;
119101418ZNS308;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M10/14X18 ENSAT 308;;;;;;;883080600100000;;;;;
1191018ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M10/14X18 ENSAT 302;;;;;;0469011504;883020600100000;;;;;
11910A2;MENETES HÜVELY ÖNMETSZŐ  M10/14X18 ENSAT 302 ROZSDAMENTES  A1 1.4305;;;;;71560.100.001;;;;;;;
1191212ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M12X12 ENSAT 307;;;;;;;883070600120000;;;;;
1191222ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M12/16X22 ENSAT 302;;;;;;;883020600120000;;;;;
1191226SR;MENETES HÜVELY ÖNMETSZŐ SÁRGARÉZ M12/19X26 ENSAT 309;;;;;;;;;;;;
1191622ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M16/20X22 ENSAT 302;;;;;;;883020600160000;;;;;
1192027ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M20/26X27 ENSAT 302;;;;;;;088302006000200000;;;;;
1192027ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M20/26X27 ENSAT 307;;;;;;;;;;;;
119256ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M2.5/4.5X6 ENSAT302;;;;;;;883020600025000;;;;;
11936ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M3/5X6 ENSAT 302;;;;;;;883020600030000;;;;;
1193A1;MENETES HÜVELY ÖNMETSZŐ  M3/5X6 ENSAT 302 ROZSDAMENTES  A1 1.4305;;;;;;;883029100030000;;;;;
1193C4;MENETES HÜVELY ÖNMETSZŐ  M3/5X6 ENSAT 302 ROZSDAMENTES A2  C4 1.4105;;;;;71560.003.001;;;;;905823;;
1194658ZNS308;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M4/6.5X8 ENSAT 308;;;;;;;883080600040000;;;;;
11946ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M4X6 ENSAT 307;;;;;;;883070600040000;;;;;
11948A2;MENETES HÜVELY ÖNMETSZŐ  M4/6.5X8 ENSAT 302 ROZSDAMENTES A2  C4;;;;;71560.040.001;;883029100040000;;;;;
11948ZN;MENETES HÜVELY ÖNMETSZŐ HORGANYZOTT M4/6.5X8 ENSAT 302;;;;;71571.040.001;;;;;;;
11948ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M4/6.5X8 ENSAT 302;;;;;;0469007604;883020600040000;;;;;
1194A1;MENETES HÜVELY ÖNMETSZŐ  M4/6.5X8 ENSAT 302 ROZSDAMENTES  A1 1.4305;;;;;71566.040.001;;;;;;;
119510A2C4;MENETES HÜVELY ÖNMETSZŐ  M5/8X10 ENSAT 302 ROZSDAMENTES A2  C4;;;;;71560.050.001;;883029100050000;;;;;
119510ZN;MENETES HÜVELY ÖNMETSZŐ HORGANYZOTT M5/8X10 ENSAT 302;;;;;71571.050.001;;;;;;;
119510ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M5/8X10 ENSAT 302;;;;;;04690089 04;883020600050000;;;;;
11957ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M5X7 ENSAT 307;;;;;;;883070600050000;;;;;
1195810ZNS308;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M5/8X10 ENSAT 308;;;;;;;883080600050000;;;;;
1195A1;MENETES HÜVELY ÖNMETSZŐ  M5/8X10 ENSAT 302 ROZSDAMENTES  A1 1.4305;;;;;71566.050.001;;;;;;;
11961012ZNS308;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M6/10X12 ENSAT 308;;;;;;;883080600060000;;;;;
119614A2C4;MENETES HÜVELY ÖNMETSZŐ  M6/10X14 ENSAT 302 ROZSDAMENTES A2  C4 1.4105;;;;;71560.060.001;;883029100060000;;;;;
119614ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M6/10X14 ENSAT 302;;;;;;0469009204;883020600060000;;;;;
11968ZN307;MENETES HÜVELY ÖNMETSZŐ HORGANYZOTT M6X8 ENSAT 307;;;;;71752.060.008;;;;;;;
11968ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M6X8 ENSAT 307;;;;;;;883070600060000;;;;;
1196A1;MENETES HÜVELY ÖNMETSZŐ  M6/10X14 ENSAT 302 ROZSDAMENTES  A1 1.4305;;;;;;;;;;;;
1196MPB;MENETES HÜVELY BEHAJTÓ SZERSZÁM M6 ENSAT KÉZI;;;;;;;;;;;;
11981214ZNS308;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M8/12X14 ENSAT 308;;;;;;;883080600080000;;;;;
119815A2;MENETES HÜVELY ÖNMETSZŐ  M8/12X15 ENSAT 302 ROZSDAMENTES A2  A1 1.4305;;;;;;;883029100080000;;;;;
119815A2C4;MENETES HÜVELY ÖNMETSZŐ  M8/12X15 ENSAT 302 ROZSDAMENTES A2  C4 1.4105;;;;;71560.080.001;;;;;905828;;
119815ZNS;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M8/12X15 ENSAT 302;;;;;;0469010204;883020600080000;;;;;
11989ZNS307;MENETES HÜVELY ÖNMETSZŐ SÁRGA HORGANYZOTT M8X9 ENSAT 307;;;;;;;883070600080000;;;;;
1198MPB;MENETES HÜVELY BEHAJTÓ SZERSZÁM M8 ENSAT KÉZI;;;;;71595.080.001;;;;;;;
1240325022;LAPOS HORONYBETÉT M6 03250-22;;;;;;;;;;;;
124103KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR10X3 ST;;;;;;;;;;;;
124108ZN6925;ÖNZÁRÓ ANYA HORGANYZOTT M10 /8/  DIN 6925;;;;;;;;;;;;
124123HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR12X3 ST;;;;;;;;;;;;
124128ZN6925;ÖNZÁRÓ ANYA HORGANYZOTT M12 /8/  DIN 6925;;;;;;;069258100120000;;;;;
124132210M8ALU;HORONYANYA RUGÓS GOLYÓVAL ALU 13X22X10 M8;;;;;;;;;;90370813 10;;
124141510ZNR;HL.PEREMES ANYA HORGANYZOTT M14X1.5 10. RIPP;;;;;;;889141150140150;;;;;
124144HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR14X4 ST;;;;;;;;;;;;
124144KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR14X4 ST;;;;;20470.140.004;;;;;;;
1241610FVR;HL.PEREMES ANYA FEKETE M16 10. VERBUS RIPP;;;;;;;;;;;;
124164HLTRA2;ANYA TRAPÉZMENETES HATLAPÚ A2 TR16X4;;;;;;;;;;;;
124164HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR16X4 ST ;;;;;20480.160.004;;;;;;;
124164HLTRSTBAL;ANYA TRAPÉZMENETES HATLAPÚ NATÚR BALOS TR16X4 ST;;;;;;;;;;;;
124164KCTRST;ANYA TRAPÉZMENETES KOCKA NATÚR TR16X4 ST S=30 L=35 ;;;;;;;;;;;;
124164KRA2;ANYA TRAPÉZMENETES KÖRALAKÚ A2 TR16X4;;;;;;;;;;;;
124164KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR16X4 ST D36/24 EN 1.0737;;;;;;;;;;;;
124168ZN6925;ÖNZÁRÓ ANYA HORGANYZOTT M16 /8/  DIN 6925;;;;10990.14.01.160.000;;;;;;;;
124168ZNVARGAL;VARGAL ANYA VZB M16 /8/ HORGANYZOTT;;;;;;;;;;;;
124168ZNVARGALAL;VARGAL ANYA ALACSONY VZB M16 /8/ HORGANYZOTT;;;;;;;;;;;;
12416ZNN7042;ÖNZÁRÓ ANYA HORGANYZOTTM16/8/ ISO 7042;;;;;;;;;;;;
12416ZNVARGALAL;VARGAL ANYA ALACSONY VZB M16 04 HORGANYZOTT;;;;;;;;;;;;
124184KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR18X4 ST;;;;;;;;;;;;
124188ZNVARGAL;VARGAL ANYA VZB M18 /8/ HORGANYZOTT;;;;;;;;;;;;
124204HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR20X4 ST;;;;;20480.200.004;;;;;;;
124204KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR20X4 ST;;;;11670.18.00.204.360;20470.200.004;;;;;;;
124204TRNST;ANYA TRAPÉZMENETES NÉGYSZÖGÜ NATÚR TR20X4 ST;;;;;;;;;;;;
12420ZNVARGALAL;VARGAL ANYA ALACSONY VZB M20 04 HORGANYZOTT;;;;;;;;;;;;
124225HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR22X5 ST;;;;;;;;;;;;
124225KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR22X5 ST;;;;;;;;;;;;
1242410ZNVARGAL;VARGAL ANYA VZB M24 /10/ HORGANYZOTT;;;;;;;;;;;;
124245HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR24X5 ST;;;;;20480.240.005;04710189;880900040240500;;;;;
124245KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR24X5 ST;;;;;20470.240.005;;880890040240500;;;;;
124248ZNVARGALAL;VARGAL ANYA ALACSONY VZB M24 /8/ HORGANYZOTT;;;;;;;;;;;;
124254111610CL;ANYA HASÍTOTT ÖNZÁRÓ CINKLAMELLÁS M16 10. NFE 25-411;;;;;;;;;;;;
12425411M162R;ANYA M16 2 RÉSSEL HORGANYZOTT NF E 25-411;;;;;;;;;;;;
124265HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR26X5 ST;;;;;;;;;;;;
124265KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR26X5 ST;;;;;;;;;;;;
12429ZN0515;LEMEZANYA 2.9 HORGANYZOTT  ÁTFOGÁS:0.5-1.5MM;;;58925;;;;;;;;;
12430502002E;HL.ELLENANYA POLIAMID 22X1,5 FEKETE 30502002E 468532;;;;;;;;;;;;
124306HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR30X6 ST;;;;;20480.300.006;;;;;;;
124306KCTRST;ANYA TRAPÉZMENETES KOCKA NATÚR TR30X6 ST S=50 L=60;;;;;;;;;;;;
124306KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR30X6 ST;;;;11670.18.00.306.450;20470.300.006;;;;;;;
124306KRTRSTBAL;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR30X6 ST BALOS;;;;;;;;;;;;
124306TRSTBAL;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR30X6 ST L=45MM BALOS;;;;;;;;;;;;
12430VARALAL;VARGAL ALACSONY ANYA VZB M30 /8/ KAT3 MET20127;;;;;;;;;;;;
124326HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR32X6 ST;;;;;;;;;;;;
124326KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR32X6 ST;;;;;20470.320.006;;;;;;;
12435ZN05175;LEMEZANYA 3.5 HORGANYZOTT  ÁTFOGÁS:0.5-1.75MM;;;;;;;;;;;;
124366HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR36X6 ST;;;;;;;;;;;;
124366HLTRSTBAL;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR36X6 ST BALOS;;;;;;;;;;;;
124366KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR36X6 ST;;;;;;;;;;;;
124366NLTRST;ANYA TRAPÉZMENETES NÉGYLAPÚ NATÚR TR36X6 ST;;;;;;;;;;;;
124366NLTRSTBAL;ANYA TRAPÉZMENETES NÉGYLAPÚ NATÚR BALOS TR36X6 ST;;;;;;;;;;;;
124368ZNVARGAL;VARGAL ANYA VZB M36 /8/ HORGANYZOTT;;;;;;;;;;;;
12439ZN05175;LEMEZANYA 3.9 HORGANYZOTT  ÁTFOGÁS:0.5-1.75MM;;;;;;;;;;;;
1244034248ZN;HL.ANYA HORGANYZOTT M24 8. ISO 4034;;;;;;;;;;;;
1244034248ZNBAL;HL.ANYA HORGANYZOTT M24 8. BALOS ISO 4034;;;;;;;;;;;;
1244054;LEMEZANYA M4 HORGANYZOTT  ÁTFOGÁS:0.5-4MM;;;;;;;;;;;;
124407KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR40X7 ST;;;;11670.18.00.407.800;20470.400.007;;;;;;;
124407KRTRSTBAL;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR40X7 ST BALOS;;;;11675.18.00.400.007;20476.400.007;;;;;;;
124407NLRTST;ANYA TRAPÉZMENETES NÉGYSZÖG NATÚR TR40X7 ST S=60x60  L=70;;;;;;;;;;;;
1244103;HORONYANYA KALAPÁCSFEJŰ ANYA HORGANYZOTT M4/10X3;;;;;;;;;;;;
12442ZN05175;LEMEZANYA 4.2 HORGANYZOTT  ÁTFOGÁS:0.5-1.75MM;;;58928;;;;;;;;;
12448BOSCH;BOSCH KALAPÁCSFEJŰ ANYA HORGANYZOTT M4/8;;;;;;;;;;;;
12448ZN05175;LEMEZANYA 4.8 HORGANYZOTT  ÁTFOGÁS:0.5-1.75MM;;;58929;;;;;;;;;
12450843;LEMEZANYA M5 HORGANYZOTT  ÁTFOGÁS:0.8-4.3MM;;;58933;;;;;;;;;
124508HLTRST;ANYA TRAPÉZMENETES HATLAPÚ NATÚR TR50X8 ST;;;;;;;;;;;;
124508KCTRST;ANYA TRAPÉZMENETES KOCKA NATÚR TR50X8 ST S=70 L=90;;;;;;;;;;;;
124508KRTRST;ANYA TRAPÉZMENETES KÖRALAKÚ NATÚR TR50X8 ST;;;;;;;;;;;;
12451015;HORONYANYA KALAPÁCSFEJŰ ANYA HORGANYZOTT M5/10X1.5;;;;;;;;;;;;
124510ZN;HORONYANYA KALAPÁCSFEJŰ HORGANYZOTT M5 ALU PROFILHOZ 10-ES NÚTBA;;;;;;;;;;;;
124510ZNR;HORONYANYA KALAPÁCSFEJŰ RUGÓS HORGANYZOTT M5 NUT 10;;;;;;;;;;;;
12452555;LEMEZANYA M5 HORGANYZOTT 20.4X15  ÁTFOGÁS:2.5-5.5MM;;;;;;;;;;;;
12455ZN05175;LEMEZANYA 5.5 HORGANYZOTT  ÁTFOGÁS:1.25-2 MM;;;58930;;;;;;;;;
1245815;HORONYANYA KALAPÁCSFEJŰ ANYA HORGANYZOTT M5/8X1.5;;;;;;;;;;;;
12458ZN4033;HL.ANYA HORGANYZOTT M5 /8/ 1D ISO 4033;;;;;;;;;;;;
1245N6ZN;HORONYANYA KALAPÁCSFEJŰ HORGANYZOTT M5 ALU PROFILHOZ 6-OS NÚTBA;;;;;;;;;;;;
1245NUT8R;HORONYANYA BILLENŐS RUGÓS NYELVVEL M5 NUT 8;;;;;;;;;;;;
1246054;LEMEZANYA M6 HORGANYZOTT ;;;58934;;72340.060.001;;;;;;;
12461015;HORONYANYA KALAPÁCSFEJŰ ANYA HORGANYZOTT M6/10X1.5;;;;;;;;;;;;
12461015NY;HORONYANYA BILLENŐS RUGÓS NYELVVEL M6/10X1.5;;;;;;;;;;;;
124610511;HL.ÖNZÁRÓ ANYA HORG M6 /04/ DIN 10511;;;;;;;;;;;;
124610ZNR;HORONYANYA KALAPÁCSFEJŰ RUGÓS HORGANYZOTT M6 NUT 10;;;;;;;;;;;;
124620810OSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X20 NUT 10;;;;;;;;;;;;
1246208BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X20 NUT 8;;;;;;;;;;;;
124624SF;SF.ANYA HORNYOS HORGANYZOTT M6;;;;;;;;;;;;
124625810OSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X25 NUT 10;;;;;;;;;;;;
1246258BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X25 NUT 8;;;;;;;;;;;;
124630810OSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X30 NUT 10;;;;;;;;;;;;
1246308BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X30 NUT 8;;;;;;;;;;;;
12463ZN0715;LEMEZANYA 6.3 HORGANYZOTT  ÁTFOGÁS:0.7-1.5 MM;;;58931;;;;;;;;;
12463ZN1252;LEMEZANYA 6.3 HORGANYZOTT  ÁTFOGÁS:1.25-2 MM;;;;;;;;;;;;
1246408BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M6X40 NUT 8;;;;;;;;;;;;
12468BOSCH;BOSCH KALAPÁCSFEJŰ ANYA HORGANYZOTT M6/8;;;;;;;;;;;;
12468ZN6925;ÖNZÁRÓ ANYA HORGANYZOTT M6 /8/  DIN 6925;;;;;;;;;;;;
12469271010CL;HL.PEREMES FÉMÖNZÁRÓ ANYA CINKLAMELLÁS M10 /10/ DIN 6927;;;;;;;;;;;;
12469271010ZN;HL.PEREMES FÉMÖNZÁRÓ ANYA HORGANYZOTT M10 /10/ DIN 6927;;;;;;;;;;;;
12469271210ZN;HL.PEREMES FÉMÖNZÁRÓ ANYA HORGANYZOTT M12 /10/ DIN 6927;;;;;;;;;;;;
1246927128ZN;HL.PEREMES FÉMÖNZÁRÓ ANYA HORGANYZOTT M12 /8/ DIN 6927;;;66096;;;;;;;;;
12469271610ZN;HL.PEREMES FÉMÖNZÁRÓ ANYA HORGANYZOTT M16 /10/ DIN 6927;;;;;;;;;;;;
1246927208ZN;HL.PEREMES FÉMÖNZÁRÓ ANYA HORGANYZOTT M20 /8/ DIN 6927;;;;;;;;;;;;
124692768ZN;HL.PEREMES FÉMÖNZÁRÓ ANYA HORGANYZOTT M6 /8/ DIN 6927;;;;;;;;;;;;
1246A4;HL.ÖNZÁRÓ ANYA  M6 A4 ISO 10511;;;;;;;;;;1051146;;
1246BOSCH;BOSCH KALAPÁCSFEJŰ ANYA HORGANYZOTT M6/10 ;;;;;;;;;;;;
1246N8ZN;HORONYANYA KALAPÁCSFEJŰ HORGANYZOTT M6 ALU PROFILHOZ 8-AS NÚTBA;;;;;;;087014001010060000;;;;;
1246NUT8R;HORONYANYA BILLENŐS RUGÓS NYELVVEL M6 NUT 8;;;;;;;;;;;;
1248084;LEMEZANYA M8 HORGANYZOTT  ÁTFOGÁS:0.8-4MM;;;58935;;;;;;;;;
12481015;HORONYANYA KALAPÁCSFEJŰ ANYA HORGANYZOTT M8/10X1.5;;;;;;;;;;;;
124810BOSCH;BOSCH KALAPÁCSFEJŰ ANYA HORGANYZOTT M8/10 3842530287;;;;;;;;;;;;
124825BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M8X25 NUT 10;;;;;;;;;;;;
124830BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M8X30 NUT 10;;;;;;;;;;;;
124840BOSCH;BOSCH KALAPÁCSFEJŰ CSAVAR HORGANYZOTT M8X40 NUT 10;;;;;;;;;;;;
124869278ZN;ÖNZÁRÓ ANYA FÉM HORGANYZOTT M8 /8/ DIN 6927;;;;;;;;;;;;
